image_name,cytoplasm_area,polar_body_area,polar_present,polar_ratio,zona_area,zona_ratio,total_area,circularity
14016f9e-ovo_24_t26_aug_0.png,42951,0,0,0,38193,0.889222603,81144,0.751668661
14016f9e-ovo_24_t26_aug_1.png,42951,0,0,0,38189,0.889129473,81140,0.863959482
14016f9e-ovo_24_t26_aug_2.png,42950,0,0,0,38192,0.889220023,81142,0.803634047
15a1d28d-ovo_40_t91.png,46172,0,0,0,37140,0.804383609,83312,0.87501493
15a1d28d-ovo_40_t91_aug_0.png,46172,0,0,0,37140,0.804383609,83312,0.87501493
15a1d28d-ovo_40_t91_aug_1.png,46172,0,0,0,37140,0.804383609,83312,0.87501493
15a1d28d-ovo_40_t91_aug_2.png,46176,0,0,0,37137,0.80424896,83313,0.790976986
15cb83c4-ovo_36_t31.png,42105,0,0,0,34708,0.824320152,76813,0.883183355
15cb83c4-ovo_36_t31_aug_0.png,42102,0,0,0,34713,0.824497649,76815,0.808600178
15cb83c4-ovo_36_t31_aug_1.png,42105,0,0,0,34708,0.824320152,76813,0.883183355
15cb83c4-ovo_36_t31_aug_2.png,42109,0,0,0,34713,0.824360588,76822,0.778957192
15d60126-ovo_31_t91.png,44019,0,0,0,23302,0.529362321,67321,0.884150633
15d60126-ovo_31_t91_aug_0.png,44024,0,0,0,23296,0.52916591,67320,0.778642258
15d60126-ovo_31_t91_aug_1.png,44019,0,0,0,23302,0.529362321,67321,0.884150633
15d60126-ovo_31_t91_aug_2.png,44025,0,0,0,23292,0.529063032,67317,0.817192403
160c5332-ovo_55_t146.png,45617,0,0,0,26848,0.588552513,72465,0.869738262
160c5332-ovo_55_t146_aug_0.png,45610,0,0,0,26855,0.588796317,72465,0.836084961
160c5332-ovo_55_t146_aug_1.png,45617,0,0,0,26848,0.588552513,72465,0.869738262
160c5332-ovo_55_t146_aug_2.png,45616,0,0,0,26857,0.588762715,72473,0.759456078
16752b7b-ovo_52_t156.png,46222,0,0,0,33623,0.72742417,79845,0.868740929
16752b7b-ovo_52_t156_aug_0.png,46222,0,0,0,33623,0.72742417,79845,0.868740929
16752b7b-ovo_52_t156_aug_1.png,46218,0,0,0,33634,0.727725129,79852,0.775853106
16752b7b-ovo_52_t156_aug_2.png,46223,0,0,0,33621,0.727365165,79844,0.826122101
16765c69-ovo_06_t36.png,33795,0,0,0,56026,1.657819204,89821,0.884216417
16765c69-ovo_06_t36_aug_0.png,33796,0,0,0,56034,1.658006865,89830,0.775917631
16765c69-ovo_06_t36_aug_1.png,33795,0,0,0,56021,1.657671253,89816,0.765543399
16765c69-ovo_06_t36_aug_2.png,33790,0,0,0,55923,1.655016277,89713,0.824563049
16a9fdff-ovo_32_t61.png,42153,0,0,0,45271,1.073968638,87424,0.881621243
16a9fdff-ovo_32_t61_aug_0.png,42153,0,0,0,45271,1.073968638,87424,0.881621243
16a9fdff-ovo_32_t61_aug_1.png,42154,0,0,0,45272,1.073966883,87426,0.825351081
16a9fdff-ovo_32_t61_aug_2.png,42153,0,0,0,45271,1.073968638,87424,0.881621243
16adcfdd-ovo_14_t201.png,46537,0,0,0,34707,0.74579367,81244,0.859279857
16adcfdd-ovo_14_t201_aug_0.png,46539,0,0,0,34708,0.745783107,81247,0.778101247
